Label,Score
GHG_Emissions,3164.4991390928626
Air_Quality,419.5790619336767
Energy_Management,181.86051333427895
Physical_Impacts_Of_Climate_Change,113.42502581205918
Supply_Chain_Management,81.94132275000447
Product_Design_And_Lifecycle_Management,64.90832642815076
Business_Model_Resilience,54.21203589416109
Product_Quality_And_Safety,47.08454634179361
Ecological_Impacts,41.99819386570016
Customer_Welfare,37.79679347068304
Selling_Practices_And_Product_Labeling,34.39629936218262
Water_And_Wastewater_Management,31.61910999933025
Management_Of_Legal_And_Regulatory_Framework,29.10778771492187
Customer_Privacy,26.88820760481758
Waste_And_Hazardous_Materials_Management,24.93108629042399
Human_Rights_And_Community_Relations,23.110624778375495
Director_Removal,21.453829423786374
Access_And_Affordability,19.910171427443856
Competitive_Behavior,18.450962423114106
Systemic_Risk_Management,17.019362300197827
Critical_Incident_Risk_Management,15.609459755942225
Business_Ethics,14.237271592894103
Labor_Practices,12.877069996582577
Employee_Health_And_Safety,11.433963651841623
Data_Security,9.852718089023256
Employee_Engagement_Inclusion_And_Diversity,7.797118137590587
