Label,Score
Product_Design_And_Lifecycle_Management,1690.6597848534584
Customer_Welfare,324.7996213247534
Competitive_Behavior,160.58275072136894
Energy_Management,102.18007238028804
Supply_Chain_Management,73.14256597013446
Product_Quality_And_Safety,57.537101632740814
Systemic_Risk_Management,47.725950185151305
Waste_And_Hazardous_Materials_Management,41.27710697229486
Selling_Practices_And_Product_Labeling,36.31340491893934
GHG_Emissions,32.65409649646608
Business_Model_Resilience,29.605070784455165
Ecological_Impacts,27.166541921906173
Employee_Health_And_Safety,24.961618484870996
Access_And_Affordability,23.015435232722666
Management_Of_Legal_And_Regulatory_Framework,21.25312416732777
Water_And_Wastewater_Management,19.607461620442336
Business_Ethics,18.17264852434164
Customer_Privacy,16.780468935961835
Critical_Incident_Risk_Management,15.437518031860236
Human_Rights_And_Community_Relations,14.15783965800074
Data_Security,13.02490708581172
Air_Quality,11.855314123589778
Employee_Engagement_Inclusion_And_Diversity,10.703474384965375
Labor_Practices,9.549378399839043
Physical_Impacts_Of_Climate_Change,8.245147793189972
Director_Removal,6.591597785809427
